Plate_ID,Batch_ID,Run_Date,Analyst,Instrument_ID,Read_Order,Well,Row,Column,Sample_ID,Sample_Type,Replicate,Dilution_Factor,Expected_Concentration_pg_mL,Synthetic_True_Final_Concentration_pg_mL,OD450,Calculated_Assay_Concentration_pg_mL,Calculated_Final_Concentration_pg_mL,Result_Qualifier,Replicate_CV_Pct,Recovery_Pct,Sample_QC_Flag
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,57,E9,E,9,SMP-0452,Unknown,1,1,,706.4023,1.80981,688.852,688.852,Quantifiable,1.29,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,58,E10,E,10,SMP-0452,Unknown,2,1,,706.4023,1.82026,701.4952,701.4952,Quantifiable,1.29,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,59,E11,E,11,SMP-0453,Unknown,1,1,,20.4402,0.13315,20.7101,20.7101,Quantifiable,3.4,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,60,E12,E,12,SMP-0453,Unknown,2,1,,20.4402,0.13817,21.7293,21.7293,Quantifiable,3.4,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,61,F1,F,1,STD_62.5,Standard,1,1,62.5,62.5,0.35214,62.9697,62.9697,N/A,1.22,99.89,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,62,F2,F,2,STD_62.5,Standard,2,1,62.5,62.5,0.34655,61.8943,61.8943,N/A,1.22,99.89,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,63,F3,F,3,SMP-0454,Unknown,1,2,,9.3305,0.05707,3.4266,6.8532,<LLOQ,28.5,,Review
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,64,F4,F,4,SMP-0454,Unknown,2,2,,9.3305,0.06336,5.1566,10.3132,<LLOQ,28.5,,Review
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,65,F5,F,5,SMP-0455,Unknown,1,1,,517.5466,1.61781,506.7768,506.7768,Quantifiable,4.52,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,66,F6,F,6,SMP-0455,Unknown,2,1,,517.5466,1.66006,540.236,540.236,Quantifiable,4.52,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,67,F7,F,7,SMP-0456,Unknown,1,5,,1995.2643,1.44602,395.9555,1979.7773,Quantifiable,2.54,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,68,F8,F,8,SMP-0456,Unknown,2,5,,1995.2643,1.47174,410.434,2052.1702,Quantifiable,2.54,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,69,F9,F,9,SMP-0457,Unknown,1,1,,374.79,1.381,361.9751,361.9751,Quantifiable,1.44,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,70,F10,F,10,SMP-0457,Unknown,2,1,,374.79,1.39583,369.4148,369.4148,Quantifiable,1.44,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,71,F11,F,11,SMP-0458,Unknown,1,10,,1557.9054,0.79327,158.0164,1580.164,Quantifiable,2.96,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,72,F12,F,12,SMP-0458,Unknown,2,10,,1557.9054,0.76708,151.5426,1515.4264,Quantifiable,2.96,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,73,G1,G,1,STD_31.25,Standard,1,1,31.25,31.25,0.18288,30.5757,30.5757,N/A,0.32,98.06,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,74,G2,G,2,STD_31.25,Standard,2,1,31.25,31.25,0.18359,30.7144,30.7144,N/A,0.32,98.06,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,75,G3,G,3,SMP-0459,Unknown,1,5,,441.8743,0.47459,87.0347,435.1734,Quantifiable,1.57,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,76,G4,G,4,SMP-0459,Unknown,2,5,,441.8743,0.48425,88.9853,444.9264,Quantifiable,1.57,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,77,G5,G,5,SMP-0460,Unknown,1,2,,2546.7286,2.10009,1273.6013,2547.2025,Quantifiable,3.31,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,78,G6,G,6,SMP-0460,Unknown,2,2,,2546.7286,2.08248,1215.2742,2430.5484,Quantifiable,3.31,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,79,G7,G,7,SMP-0461,Unknown,1,1,,23.3238,0.14713,23.5314,23.5314,Quantifiable,0.24,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,80,G8,G,8,SMP-0461,Unknown,2,1,,23.3238,0.14752,23.6111,23.6111,Quantifiable,0.24,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,81,G9,G,9,SMP-0462,Unknown,1,5,,2527.5803,1.62496,512.2337,2561.1684,Quantifiable,0.18,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,82,G10,G,10,SMP-0462,Unknown,2,5,,2527.5803,1.62329,510.9501,2554.7503,Quantifiable,0.18,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,83,G11,G,11,SMP-0463,Unknown,1,1,,1311.0729,2.11434,1324.7372,1324.7372,Quantifiable,1.36,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,84,G12,G,12,SMP-0463,Unknown,2,1,,1311.0729,2.10742,1299.4355,1299.4355,Quantifiable,1.36,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,85,H1,H,1,STD_15.625,Standard,1,1,15.625,15.625,0.11412,16.776,16.776,N/A,6.22,102.84,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,86,H2,H,2,STD_15.625,Standard,2,1,15.625,15.625,0.10744,15.3624,15.3624,N/A,6.22,102.84,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,87,H3,H,3,SMP-0464,Unknown,1,1,,241.9192,1.05753,232.919,232.919,Quantifiable,2.77,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,88,H4,H,4,SMP-0464,Unknown,2,1,,241.9192,1.08588,242.2399,242.2399,Quantifiable,2.77,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,89,H5,H,5,SMP-0465,Unknown,1,2,,27.483,0.09482,12.626,25.252,<LLOQ,12.36,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,90,H6,H,6,SMP-0465,Unknown,2,2,,27.483,0.10595,15.0442,30.0884,<LLOQ,12.36,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,91,H7,H,7,SMP-0466,Unknown,1,5,,254.6543,0.2911,51.2906,256.4532,Quantifiable,0.51,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,92,H8,H,8,SMP-0466,Unknown,2,5,,254.6543,0.29306,51.6651,258.3254,Quantifiable,0.51,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,93,H9,H,9,SMP-0467,Unknown,1,10,,12.8168,0.04751,0.1148,1.1476,<LLOQ,70.66,,Review
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,94,H10,H,10,SMP-0467,Unknown,2,10,,12.8168,0.04794,0.3439,3.4395,<LLOQ,70.66,,Review
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,95,H11,H,11,SMP-0468,Unknown,1,1,,1838.8165,2.23473,1988.6919,1988.6919,>ULOQ,15.89,,Pass
PLT-013,BATCH-03,2026-02-10,Analyst_A,ELISA_Reader_01,96,H12,H,12,SMP-0468,Unknown,2,1,,1838.8165,2.17359,1586.8691,1586.8691,Quantifiable,15.89,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,1,A1,A,1,STD_2000,Standard,1,1,2000.0,2000.0,2.34331,2088.3088,2088.3088,N/A,9.43,111.88,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,2,A2,A,2,STD_2000,Standard,2,1,2000.0,2000.0,2.37284,2386.7768,2386.7768,N/A,9.43,111.88,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,3,A3,A,3,BLANK,Blank,1,1,0.0,0.0,0.04324,0.0017,0.0017,N/A,140.98,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,4,A4,A,4,BLANK,Blank,2,1,0.0,0.0,0.05186,1.0871,1.0871,N/A,140.98,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,5,A5,A,5,SMP-0469,Unknown,1,2,,1775.9389,2.03179,882.8735,1765.747,Quantifiable,1.64,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,6,A6,A,6,SMP-0469,Unknown,2,2,,1775.9389,2.01995,862.59,1725.18,Quantifiable,1.64,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,7,A7,A,7,SMP-0470,Unknown,1,5,,32.1484,0.07608,7.2888,36.4442,<LLOQ,6.5,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,8,A8,A,8,SMP-0470,Unknown,2,5,,32.1484,0.07326,6.6483,33.2415,<LLOQ,6.5,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,9,A9,A,9,SMP-0471,Unknown,1,1,,10.9452,0.09909,12.1872,12.1872,<LLOQ,3.27,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,10,A10,A,10,SMP-0471,Unknown,2,1,,10.9452,0.0964,11.6358,11.6358,<LLOQ,3.27,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,11,A11,A,11,SMP-0472,Unknown,1,1,,249.8059,1.20461,260.914,260.914,Quantifiable,3.75,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,12,A12,A,12,SMP-0472,Unknown,2,1,,249.8059,1.16441,247.4371,247.4371,Quantifiable,3.75,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,13,B1,B,1,STD_1000,Standard,1,1,1000.0,1000.0,2.10882,1037.8028,1037.8028,N/A,6.43,99.27,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,14,B2,B,2,STD_1000,Standard,2,1,1000.0,1000.0,2.06662,947.5552,947.5552,N/A,6.43,99.27,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,15,B3,B,3,QC_Low,QC,1,1,50.0,50.0,0.29831,48.7567,48.7567,N/A,1.78,98.75,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,16,B4,B,4,QC_Low,QC,2,1,50.0,50.0,0.30528,49.9969,49.9969,N/A,1.78,98.75,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,17,B5,B,5,SMP-0473,Unknown,1,5,,23.5573,0.06484,4.66,23.3001,<LLOQ,21.16,,Review
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,18,B6,B,6,SMP-0473,Unknown,2,5,,23.5573,0.06004,3.4471,17.2353,<LLOQ,21.16,,Review
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,19,B7,B,7,SMP-0474,Unknown,1,1,,15.0766,0.11856,16.0675,16.0675,<LLOQ,3.96,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,20,B8,B,8,SMP-0474,Unknown,2,1,,15.0766,0.11409,15.1913,15.1913,<LLOQ,3.96,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,21,B9,B,9,SMP-0475,Unknown,1,1,,199.1143,1.01762,203.0301,203.0301,Quantifiable,0.83,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,22,B10,B,10,SMP-0475,Unknown,2,1,,199.1143,1.00913,200.6642,200.6642,Quantifiable,0.83,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,23,B11,B,11,SMP-0476,Unknown,1,2,,170.2422,0.49533,84.6857,169.3713,Quantifiable,1.56,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,24,B12,B,12,SMP-0476,Unknown,2,2,,170.2422,0.48553,82.8356,165.6711,Quantifiable,1.56,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,25,C1,C,1,STD_500,Standard,1,1,500.0,500.0,1.72188,524.716,524.716,N/A,1.18,104.08,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,26,C2,C,2,STD_500,Standard,2,1,500.0,500.0,1.71054,516.0504,516.0504,N/A,1.18,104.08,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,27,C3,C,3,QC_Mid,QC,1,1,300.0,300.0,1.29659,294.3324,294.3324,N/A,4.99,101.7,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,28,C4,C,4,QC_Mid,QC,2,1,300.0,300.0,1.35061,315.8849,315.8849,N/A,4.99,101.7,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,29,C5,C,5,SMP-0477,Unknown,1,2,,136.4242,0.40882,68.6265,137.253,Quantifiable,0.5,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,30,C6,C,6,SMP-0477,Unknown,2,2,,136.4242,0.40617,68.143,136.2861,Quantifiable,0.5,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,31,C7,C,7,SMP-0478,Unknown,1,5,,62.4935,0.09531,11.4114,57.0568,<LLOQ,9.1,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,32,C8,C,8,SMP-0478,Unknown,2,5,,62.4935,0.103,12.9803,64.9017,<LLOQ,9.1,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,33,C9,C,9,SMP-0479,Unknown,1,1,,37.7168,0.23652,37.7587,37.7587,Quantifiable,1.14,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,34,C10,C,10,SMP-0479,Unknown,2,1,,37.7168,0.23998,38.3746,38.3746,Quantifiable,1.14,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,35,C11,C,11,SMP-0480,Unknown,1,5,,250.8646,0.31223,51.2359,256.1796,Quantifiable,1.15,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,36,C12,C,12,SMP-0480,Unknown,2,5,,250.8646,0.31696,52.0797,260.3983,Quantifiable,1.15,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,37,D1,D,1,STD_250,Standard,1,1,250.0,250.0,1.18445,254.0763,254.0763,N/A,1.78,100.37,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,38,D2,D,2,STD_250,Standard,2,1,250.0,250.0,1.16538,247.7528,247.7528,N/A,1.78,100.37,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,39,D3,D,3,QC_High,QC,1,1,1200.0,1200.0,2.17307,1208.8479,1208.8479,N/A,1.18,101.58,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,40,D4,D,4,QC_High,QC,2,1,1200.0,1200.0,2.1796,1229.1138,1229.1138,N/A,1.18,101.58,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,41,D5,D,5,SMP-0481,Unknown,1,5,,1662.4632,1.36856,323.4016,1617.008,Quantifiable,1.56,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,42,D6,D,6,SMP-0481,Unknown,2,5,,1662.4632,1.38533,330.5985,1652.9925,Quantifiable,1.56,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,43,D7,D,7,SMP-0482,Unknown,1,10,,1494.6476,0.81601,151.595,1515.9497,Quantifiable,2.24,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,44,D8,D,8,SMP-0482,Unknown,2,10,,1494.6476,0.79557,146.8661,1468.6611,Quantifiable,2.24,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,45,D9,D,9,SMP-0483,Unknown,1,1,,138.7766,0.75088,136.7838,136.7838,Quantifiable,1.35,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,46,D10,D,10,SMP-0483,Unknown,2,1,,138.7766,0.76269,139.4133,139.4133,Quantifiable,1.35,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,47,D11,D,11,SMP-0484,Unknown,1,5,,560.6405,0.63666,112.4583,562.2915,Quantifiable,0.23,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,48,D12,D,12,SMP-0484,Unknown,2,5,,560.6405,0.63484,112.0863,560.4313,Quantifiable,0.23,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,49,E1,E,1,STD_125,Standard,1,1,125.0,125.0,0.71621,129.1919,129.1919,N/A,1.33,102.39,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,50,E2,E,2,STD_125,Standard,2,1,125.0,125.0,0.70507,126.7935,126.7935,N/A,1.33,102.39,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,51,E3,E,3,SMP-0485,Unknown,1,1,,1212.0554,2.146,1130.9304,1130.9304,Quantifiable,4.18,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,52,E4,E,4,SMP-0485,Unknown,2,1,,1212.0554,2.12069,1065.9984,1065.9984,Quantifiable,4.18,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,53,E5,E,5,SMP-0486,Unknown,1,1,,53.4482,0.31659,52.0125,52.0125,Quantifiable,2.07,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,54,E6,E,6,SMP-0486,Unknown,2,1,,53.4482,0.32525,53.5585,53.5585,Quantifiable,2.07,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,55,E7,E,7,SMP-0487,Unknown,1,1,,1326.5536,2.194,1276.1903,1276.1903,Quantifiable,5.31,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,56,E8,E,8,SMP-0487,Unknown,2,1,,1326.5536,2.2214,1375.6732,1375.6732,Quantifiable,5.31,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,57,E9,E,9,SMP-0488,Unknown,1,10,,27.7409,0.06486,4.6641,46.6414,<LLOQ,73.05,,Review
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,58,E10,E,10,SMP-0488,Unknown,2,10,,27.7409,0.05309,1.4868,14.868,<LLOQ,73.05,,Review
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,59,E11,E,11,SMP-0489,Unknown,1,1,,513.7081,1.71017,515.7742,515.7742,Quantifiable,1.58,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,60,E12,E,12,SMP-0489,Unknown,2,1,,513.7081,1.69484,504.388,504.388,Quantifiable,1.58,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,61,F1,F,1,STD_62.5,Standard,1,1,62.5,62.5,0.3763,62.7236,62.7236,N/A,0.26,100.17,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,62,F2,F,2,STD_62.5,Standard,2,1,62.5,62.5,0.375,62.489,62.489,N/A,0.26,100.17,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,63,F3,F,3,SMP-0490,Unknown,1,5,,23.2838,0.06166,3.8645,19.3224,<LLOQ,7.11,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,64,F4,F,4,SMP-0490,Unknown,2,5,,23.2838,0.06328,4.2736,21.3679,<LLOQ,7.11,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,65,F5,F,5,SMP-0491,Unknown,1,1,,39.3873,0.24739,39.696,39.696,Quantifiable,1.28,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,66,F6,F,6,SMP-0491,Unknown,2,1,,39.3873,0.25147,40.4219,40.4219,Quantifiable,1.28,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,67,F7,F,7,SMP-0492,Unknown,1,1,,1392.6517,2.23119,1414.8617,1414.8617,Quantifiable,3.31,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,68,F8,F,8,SMP-0492,Unknown,2,1,,1392.6517,2.21475,1350.2227,1350.2227,Quantifiable,3.31,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,69,F9,F,9,SMP-0493,Unknown,1,5,,36.6808,0.08647,9.5573,47.7864,<LLOQ,18.94,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,70,F10,F,10,SMP-0493,Unknown,2,5,,36.6808,0.07613,7.2997,36.4986,<LLOQ,18.94,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,71,F11,F,11,SMP-0494,Unknown,1,10,,722.3402,0.42125,70.8996,708.9963,Quantifiable,0.51,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,72,F12,F,12,SMP-0494,Unknown,2,10,,722.3402,0.42405,71.414,714.1402,Quantifiable,0.51,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,73,G1,G,1,STD_31.25,Standard,1,1,31.25,31.25,0.19639,30.5593,30.5593,N/A,2.18,99.32,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,74,G2,G,2,STD_31.25,Standard,2,1,31.25,31.25,0.20168,31.5147,31.5147,N/A,2.18,99.32,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,75,G3,G,3,SMP-0495,Unknown,1,1,,19.6751,0.14512,21.1441,21.1441,Quantifiable,3.65,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,76,G4,G,4,SMP-0495,Unknown,2,1,,19.6751,0.13948,20.0802,20.0802,Quantifiable,3.65,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,77,G5,G,5,SMP-0496,Unknown,1,2,,2572.7798,2.18046,1231.8524,2463.7049,Quantifiable,7.21,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,78,G6,G,6,SMP-0496,Unknown,2,2,,2572.7798,2.21842,1364.1396,2728.2793,Quantifiable,7.21,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,79,G7,G,7,SMP-0497,Unknown,1,5,,96.9008,0.13876,19.9456,99.728,<LLOQ,0.11,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,80,G8,G,8,SMP-0497,Unknown,2,5,,96.9008,0.13892,19.9757,99.8784,<LLOQ,0.11,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,81,G9,G,9,SMP-0498,Unknown,1,1,,16.1962,0.12635,17.5776,17.5776,<LLOQ,9.93,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,82,G10,G,10,SMP-0498,Unknown,2,1,,16.1962,0.11449,15.2707,15.2707,<LLOQ,9.93,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,83,G11,G,11,SMP-0499,Unknown,1,2,,17.4194,0.0861,9.4793,18.9586,<LLOQ,3.79,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,84,G12,G,12,SMP-0499,Unknown,2,2,,17.4194,0.08856,10.0009,20.0019,<LLOQ,3.79,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,85,H1,H,1,STD_15.625,Standard,1,1,15.625,15.625,0.12021,16.3885,16.3885,N/A,4.17,101.88,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,86,H2,H,2,STD_15.625,Standard,2,1,15.625,15.625,0.1154,15.4497,15.4497,N/A,4.17,101.88,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,87,H3,H,3,SMP-0500,Unknown,1,2,,467.3289,1.13328,237.4189,474.8379,Quantifiable,1.0,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,88,H4,H,4,SMP-0500,Unknown,2,2,,467.3289,1.12263,234.0733,468.1467,Quantifiable,1.0,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,89,H5,H,5,SMP-0501,Unknown,1,5,,14.3931,0.06028,3.5081,17.5403,<LLOQ,3.51,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,90,H6,H,6,SMP-0501,Unknown,2,5,,14.3931,0.05963,3.3382,16.691,<LLOQ,3.51,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,91,H7,H,7,SMP-0502,Unknown,1,5,,1749.8192,1.41763,344.9545,1724.7727,Quantifiable,0.66,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,92,H8,H,8,SMP-0502,Unknown,2,5,,1749.8192,1.41051,341.733,1708.665,Quantifiable,0.66,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,93,H9,H,9,SMP-0503,Unknown,1,1,,111.8643,0.63972,113.0851,113.0851,Quantifiable,1.69,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,94,H10,H,10,SMP-0503,Unknown,2,1,,111.8643,0.62666,110.4161,110.4161,Quantifiable,1.69,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,95,H11,H,11,SMP-0504,Unknown,1,5,,2070.7302,1.55225,413.0059,2065.0296,Quantifiable,2.05,,Pass
PLT-014,BATCH-03,2026-02-13,Analyst_B,ELISA_Reader_02,96,H12,H,12,SMP-0504,Unknown,2,5,,2070.7302,1.57342,425.1281,2125.6406,Quantifiable,2.05,,Pass
PLT-015,BATCH-03,2026-02-16,Analyst_C,ELISA_Reader_02,1,A1,A,1,STD_2000,Standard,1,1,2000.0,2000.0,2.34044,2252.084,2252.084,N/A,14.32,125.3,Pass
